"id","name","country","city","website","phone","email","address","created_by","updated_by","created_at","updated_at"
"1478","Tarasafe International Pvt. Ltd.","India","380008 Ahmedabad","tarasafe.in ","7922934032","basant@tarasafe.in","Tarasafe International Pvt. Ltd. 
6,7, 8, 9 Apparel Park, GIDC, SEZ, Khokhra, Gujarat
380008 Ahmedabad, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1479","TBH GmbH","GERMANY","STRAUBENHARDT"," http://www.tbh.eu","49708294730","info@tbh.eu","TBH GmbH
Heinrich-Hertz-Str. 8, 75334 Straubenhardt
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1480","TESIMAX-Altinger GmbH","Germany","Leimenstr. 2, 75242 Neuhausen"," http://www.tesimax.de","497234948590","info@tesimax.de","TESIMAX-Altinger GmbH
Leimenstr. 2, 75242 Neuhausen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1481","Thermopatch B.V.","Netherlands","Draaibrugweg 14-16, 1332 AD Almere"," http://www.thermopatch.com","31365491111","sales@thermopatch.nl","Thermopatch B.V.
P.O. Box 50052, 1305 AB Almere 
Draaibrugweg 14-16, 1332 AD Almere
Netherlands","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1482","ThermoTex Nagel GmbH","Germany","Schutterstr. 14, 77746 Schutterwald"," http://www.thermo-tex.de","4978196160","info@thermo-tex.de","ThermoTex Nagel GmbH
Schutterstr. 14, 77746 Schutterwald
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1483","THREE LIKE CO., LTD.","Japan"," Tokyo",,"81358126960","mikikoa@threelike.co.jp","THREE LIKE CO., LTD. 
3-7-3 Taito, Taito-Ku 
110-0016 Taio-Ku, Tokyo, Japan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1484","TOMA SRL","Italy","62010 Appignano (Macerata)","tomasrl.com ","39073357321","info@tomasrl.it","TOMA SRL 
Via Marconi 13 
62010 Appignano (Macerata), Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1485","TOP SAFE INTERNATIONAL CO., LTD","Marshall Islands","MAJURO"," http://www.topsafefootwear.com","6922473018",,"TOP SAFE INTERNATIONAL CO., LTD
Trust Company Complex, Ajeltake Road, Ajeltake Island, 96960 Majuro
Marshall Islands","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1486","Towa Corporation Co., Ltd.","Japan","830-0047 Fukuoka","towagloves.com ","81942328863","egami@towaco.co.jp","Towa Corporation 
227 Tsubuku-Honmachi Kurume
830-0047 Fukuoka, Japan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1487","Tricorp bv","Netherlands","DP Rijen","tricorp.com/","31161295577","marketing@tricorp.com","P.O. Box 74, 5120 AB Rijen 
Stedenbaan 11, 5121 DP Rijen
Netherlands","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1488","Trustworthy Safety Ltd.","CHINA"," China","trustworthy.com ","8641182696885","charlesq@163.com","Trustworthy Garments & Accessories Ltd. 
Rm1405, No.572, Zhongshan Road, Shahek 
116000 Dalian, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1489","TSI GmbH","Germany","Neuköllner Str. 4, 52068 Aachen"," http://www.tsi.com","49241523030","tsi.emea@tsi.com","TSI GmbH
Neuköllner Str. 4, 52068 Aachen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1490","Tuff Built EU s.r.o.","Czech Republic","Ohrazenicka 181, 533 52 Staré Hradište",,"420466653080",,"Tuff Built EU s.r.o.
Ohrazenicka 181, 533 52 Staré Hradište
Czech Republic","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1491","TÜV Rheinland AG","Germany","Am Grauen Stein 1, 51105 Köln"," http://www.tuv.com","492218060","messe@de.tuv.com","TÜV Rheinland AG
Am Grauen Stein 1, 51105 Köln
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1492","U. GROUP S.r.l.","Italy","28040 Paruzzaro Novara","u-power.it ","390322539401","info@u-power.it","U. GROUP S.r.l. 
Via Borgomanero 50 
28040 Paruzzaro Novara, Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1493","Unicare Emergency Equipment Pvt. Ltd.","India","400 028 Mumbai","unicaresafetyequipment.com ","2224227198","wlp@unicaremail.com","Unicare Emergency Equipment Pvt. Ltd. 
Leslico House, 2nd Floor Prof. V.S.Agashe Road, Dadar-West
400 028 Mumbai, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1494","Uniphos Envirotronic Pvt. Ltd.","INDIA","DIST. VALSAD, GUJARAT"," http://www.uniphos-she.com","9909994042","gasdetection@uniphos-envirotronic.com","Uniphos Envirotronic Pvt. Ltd.
P.O. Nahuli, Tal. Umbergaon, Vapi, 396108 Dist. Valsad, Gujarat
India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1495","Univet s.r.l.","Italy","25086 Rezzato (BS)","univet-optic.com ","390302499411","info@univet.it","Univet s.r.l. 
Via G. Prati, 87 
25086 Rezzato (BS), Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1496","Usang Industrial Co., Ltd.","Taiwan","111 Taipei","usang.com.tw ","886228331147","sales@usang.com.tw","Usang Industrial Co., Ltd. 
7F., No. 35, Dexing W. Rd., Shilin Dist.
111 Taipei, Taiwan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1497","UVEX ARBEITSSCHUTZ GmbH","Germany","Würzburger Str. 181-189, 90766 Fürth"," http://www.uvex-safety.de","4991197360","safety@uvex.de","UVEX ARBEITSSCHUTZ GmbH
Würzburger Str. 181-189, 90766 Fürth
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1498","V&Q Manufacturing Corporation Ltd.","CHINA"," China","chinavqmc.com ","862787680925","jackyj@chinavqmc.com","V&Q Manufacturing Corporation Ltd. 
No. B1614 Optical Valley Time Square Guanshandadao Hongshan District
430074 Wuhan, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1499","Venus Safety and Health Pvt. Ltd.","India"," MH","venusohs.com ","2227692646","info@venusohs.com","Venus Safety and Health Pvt. Ltd. 
W-284, MIDC Industrial Area Rabale
400701 Navi Mumbai, MH, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1500","Verein Deutscher Gewerbeaufsichts- beamter e.V. (VDGAB)","Germany","Große Steinernetischstr. 4, 39104 Magdeburg"," http://www.vdgab.de","491757584078","info@vdgab.de","Verein Deutscher Gewerbeaufsichts- beamter e.V. (VDGAB)
Große Steinernetischstr. 4, 39104 Magdeburg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1501","via traffic controlling gmbh","Germany","Campusallee 1, 51379 Leverkusen"," http://www.viatraffic.de","492171504930",,"via traffic controlling gmbh
Campusallee 1, 51379 Leverkusen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1502","Victoire et Compagnie Sarl","France","59420 Mouvaux","surflex-en812.com ","33972459960","contact@surflex.eu","Victoire et Compagnie Sarl 
2 Ter Place de la Paix 
59420 Mouvaux, France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1503","Viking Life-Saving Equipment A/S","Denmark","6710 Esbjerg V","viking-life.com ","4576118100","viking@viking-life.com","Viking Life-Saving Equipment A/S 
Saedding Ringvej 13 
6710 Esbjerg V, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1504","Vinit Gloves Manufacturing Pvt. Ltd.","India","700 015 Kolkata","vinitgloves.com ","3323234400","info@vinitgloves.com","Vinit Gloves Manufacturing Pvt. Ltd. 
P-44, Udayan Industrial Estate 3, Pagladanga Road
700 015 Kolkata, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1505","VISCO LAB Pvt. Ltd.","Korea","401, Daeya Bldg., 13, Daeya 1-Ro,, 15888 Gunpo-Si, Gyeonggi-do"," http://www.viscolab.co.kr","827050013756",,"VISCO LAB Pvt. Ltd.
401, Daeya Bldg., 13, Daeya 1-Ro,, 15888 Gunpo-Si, Gyeonggi-do
Korea, Republic","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1506","VM Footwear s.r.o.","CZECH REPUBLIC","STRÁŽNICE"," http://www.vmfootwear.cz","420702163929","info@vmfootwear.cz","VM Footwear s.r.o.
Úprkova 683, 69662 Strážnice
Czechia","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1507","W. L. Gore & Associates GmbH","Germany","Hermann-Oberth-Str. 24, 85640 Putzbrunn"," http://www.gore-workwear.com","498946120","serviceworkwear_de@wlgore.com","W. L. Gore & Associates GmbH
Hermann-Oberth-Str. 24, 85640 Putzbrunn
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1508","W.Söhngen GmbH","Germany","Platter Str. 84, 65232 Taunusstein"," http://www.soehngen.com","4961288730","info@soehngen.com","W.Söhngen GmbH
Postfach 1554, 65223 Taunusstein 
Platter Str. 84, 65232 Taunusstein
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1509","W+R INDUSTRY GmbH","Germany","Carl-Zeiss-Str. 5, 72555 Metzingen"," http://www.wr24.de","49712396740","info@wr24.de","W+R GmbH
Carl-Zeiss-Str. 5, 72555 Metzingen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1510","Watex Schutz-Bekleidungs GmbH","Germany","Zum Eisenhammer 25, 34431 Marsberg"," http://www.watex.de","49299297190","info@watex.de","Watex Schutz-Bekleidungs GmbH
Postfach 11 22, 34418 Marsberg 
Zum Eisenhammer 25, 34431 Marsberg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1511","WEKA MEDIA GmbH & Co. KG","Germany","Römerstr. 4, 86438 Kissing"," http://www.weka.de","498233230","info@weka.de","WEKA MEDIA GmbH & Co. KG
Römerstr. 4, 86438 Kissing
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1512","Werksitz GmbH","Germany","Telefunkenstr. 9, 97475 Zeil"," http://www.werksitz.de","49952483450","info@werksitz.de","Werksitz GmbH
Telefunkenstr. 9, 97475 Zeil
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1513","Werner Dorsch GmbH","GERMANY","DIEBURG"," http://wedo.de","4960719670","wedo@wedo.de","Werner Dorsch GmbH
Dieselstr. 13, 64807 Dieburg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1514","White Pak Leather Industries (Partnership)","PAKISTAN","SIALKOT"," http://WWW.whitepak.com","92524362121","info@whitepak.com","White Pak Leather Industries (Partnership)
P.O. Box 2112, 51310 Sialkot 
Wahid Road Malkey Kalan, 51310 Sialkot
Pakistan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1515","Win Win Spectacles Co., Ltd.","Taiwan","718 Tainan Hsien","winwinsafety.com ","88665950198","winsafe@ms22.hinet.net","Win Win Spectacles Co., Ltd. 
No. 271 Bao Dong Road, Kuanmiao 
718 Tainan Hsien, Taiwan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1516","Witte + Sutor GmbH","Germany","Steinberger Str. 6, 71540 Murrhardt"," http://www.acculux.de","49719292920","info@acculux.de","Witte + Sutor GmbH
Postfach 13 54, 71536 Murrhardt 
Steinberger Str. 6, 71540 Murrhardt
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1517","Wolfgang Mauser Schutzbekleidung GmbH","GERMANY","BERGHEIM"," http://www.asatex.de","49227147770","info@asatex.de","Wolfgang Mauser Schutzbekleidung GmbH
August-Borsig-Str. 2, 50126 Bergheim
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1518","wolk AG","Germany","Am Kiesberg 12-14, 42117 Wuppertal"," http://www.wolk.de","4920224350","info@wolk.de","wolk AG
Am Kiesberg 12-14, 42117 Wuppertal
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1519","WorkWear Group Pty. Ltd.","AUSTRALIA","PORT MELBOURNE VIC"," http://WWW.WORKWEARGROUP.COM.AU","61437231148","marketing.indirect@workweargroupcom.au","WorkWear Group Pty. Ltd.
Level 1, 187 Todd Road, 3207 Port Melbourne VIC
Australia","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1520","Würth Industrie Service GmbH & Co. KG","Germany","Industriepark Würth, Drillberg, 97980 Bad Mergentheim"," http://www.wuerth-industrie.com","497931910","info@wuerth-industrie.com","Würth Industrie Service GmbH & Co. KG
Industriepark Würth, Drillberg, 97980 Bad Mergentheim
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1521","Würth MODYF GmbH & Co. KG","Germany","Benzstr. 7, 74653 Künzelsau/ Gaisbach"," http://www.modyf.de","49794054800","info@modyf.de","Würth MODYF GmbH & Co. KG
Benzstr. 7, 74653 Künzelsau/ Gaisbach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1522","Wuxi Fangqian Plastic Working Glove Co., Ltd.","CHINA"," China","glove-in-china.com ","8651085164102","feiwb@glove-in-china.com","Wuxi Fangqian Plastic Working Glove Corp. Inc. 
1907, Taihu Mingzhu Fazhan Dasha No. 1890 West of Taihu Road
214000 Wuxi, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1523","WUXI XINYA SAFETY PRODUCTS CO., LTD.","China"," Jiangsu","xinyasafety.com ","8651088206196","shoesales@xinya-safetech.com","WUXI XINYA SAFETY PRODUCTS CO., LTD. 
10F, Building A, JEWEL International Centre, No. 20, Dongting Rd. Central
214101 Wuxi, Jiangsu, China, People's Republic of
P.O. Box 1001
214101 Wuxi, Jiangsu, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1524","Xiamen Safever Protective Products Co. Ltd.","CHINA"," China","chinagloves.cn ","865928268081","sales@chinagloves.cn","Xiamen Safever Protective Products Co. Ltd. 
4/F, No. 170, Tapu East Road, Siming District
361008 Xiamen, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1525","YILMAZ AYAKKABI SAN. VE TIC. LTD. STI.","TURKEY","ISTANBUL"," http://www.yilmazayakkabi.com","902128868512","info@yilmazayakkabi.com","YILMAZ AYAKKABI SAN. VE TIC. LTD. STI.
Akcaburgaz Mah. 58. Sokak No: 5, Esenyurt, 34500 Istanbul
Turkey","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1526","Yoke Industrial Corp.","Taiwan","407 Taichung","yoke.net ","886423508088","info@mail.yoke.net","Yoke Industrial Corp. 
No. 39, 33rd Road, Taichung Industrial Park
407 Taichung, Taiwan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1527","Yotsugi Co., Ltd.","Japan","104-0031 Tokyo","yotsugi.co.jp ","81335635616","katsuya_hokimoto@yotsugi.co.jp","Yotsugi Co., Ltd. 
2-6-13, Kyobashi, Chuou-ku 
104-0031 Tokyo, Japan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1528","Zarges GmbH","Germany","Zargesstr. 7, 82362 Weilheim"," http://www.zarges.de","498816870","zarges@zarges.de","Zarges GmbH
Postfach 16 30, 82360 Weilheim 
Zargesstr. 7, 82362 Weilheim
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1529","Zero3 s.r.l.","ITALY","GHEDI (BS)"," http://www.worik.it","390309030144","info@worik.it","Zero3 s.r.l.
Via Tutto Ghedi, 9, 25016 Ghedi (BS)
Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1530","Zhejiang Baisu Shoes Co., Ltd.","CHINA"," China","baisu100.com ","8657758807531","baisu@baisu100.com","Zhejiang Baisu Shoes Co., Ltd. 
Dongxin Industrial Area, Xincheng 
325206 Ruian, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1531","Zhejiang Haina Shoes Co., Ltd.","CHINA"," China","hainashoes.com ","8657758805113","don@hainashoes.com","Zhejiang Haina Shoes Co., Ltd. 
Dongxin Industrial Zone, Xincheng Street
325206 Ruian, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1532","Zhejiang YGM Technology Co., Ltd.","CHINA"," China","cnygm.com ","8657688123805","ygm888@cnygm.com","Zhejiang YGM Technology Co., Ltd. 
No. 2355, Haifeng Road Binhai Industrial Zone, B Zone
318014 Taizhou, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1533","Ziegler Arbeitsschutz GmbH","Germany","In den Waldäckern 41, 75417 Mühlacker"," http://www.ziegler-metallgewebe.com","497041810750","info@ziegler-metallgewebe.com","Ziegler Arbeitsschutz GmbH
In den Waldäckern 41, 75417 Mühlacker
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1534","Ziegler Textil GmbH","Germany","Hinter-Winterbach 1, 77794 Lautenbach"," http://www.ziegler-textil.de","497802700030","info@ziegler-textil.de","Ziegler Textil GmbH
Hinter-Winterbach 1, 77794 Lautenbach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1535","ZOLL Medical Deutschland GmbH","Germany","Köln","zoll.com/de","49223687870","info@zollmedical.de","Emil-Hoffmann-Straße 13, 50996 Köln, Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1536","ZVG Zellstoff-Vertriebs-GmbH & Co. KG","Germany","Urbacher Str. 4 + 5, 53842 Troisdorf",,"4922414840","info@zvg-troisdorf.de","ZVG Zellstoff-Vertriebs-GmbH & Co. KG
Urbacher Str. 4 + 5, 53842 Troisdorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1537","Arun Tyagi","India","LUCKNOW","expostandzone.local/","9808875933","hr21@triumfo.de",NULL,"50","50","2025-06-25 15:41:16","2025-06-25 15:41:16"
